Red,Green,Blue,Category
0.0006612841214917338,0.0003537101114955785,0.0002460592079969239,0
0.0006305267204921185,0.0003537101114955785,0.00029219530949634747,0
0.0006305267204921185,0.0003537101114955785,0.00029219530949634747,0
0.0006612841214917338,0.00030757400999615535,0.0002460592079969239,0
0.0006612841214917338,0.0003537101114955785,0.0002460592079969239,0
0.0006305267204921185,0.0003537101114955785,0.00029219530949634747,0
0.0006305267204921185,0.00030757400999615535,0.00029219530949634747,0
0.0006612841214917338,0.0003537101114955785,0.0002460592079969239,0
0.0006305267204921185,0.0003537101114955785,0.00029219530949634747,0
0.0006305267204921185,0.00030757400999615535,0.00029219530949634747,0
0.0003998462129950016,9.227220299884628e-05,7.689350249903884e-05,0
0.00043060361399461724,0.00012302960399846195,6.151480199923098e-05,0
0.0004459823144944251,0.00012302960399846195,4.613610149942314e-05,0
0.0006766628219915416,0.0003690888119953863,0.0003229527104959628,0
0.0006612841214917338,0.0003844675124951941,0.0003229527104959628,0
0.0006612841214917338,0.0003844675124951941,0.0003229527104959628,0
0.0006612841214917338,0.0003383314109957706,0.0003229527104959628,0
0.0006920415224913495,0.0003537101114955785,0.00029219530949634747,0
0.0007074202229911573,0.0003844675124951941,0.00029219530949634747,0
0.0006920415224913495,0.0003844675124951941,0.0003229527104959628,0
0.0006920415224913495,0.0003844675124951941,0.0003229527104959628,0
0.0007074202229911573,0.0003844675124951941,0.0003229527104959628,0
0.0007074202229911573,0.0004152249134948094,0.0003690888119953863,0
0.0,0.0,1.537870049980745e-05,0
0.0,0.0,0.0,0
1.537870049980745e-05,0.0,1.537870049980745e-05,0
0.00302960399846213,0.001261053440984237,0.0013994617454825067,0
0.0030142252979623225,0.001199538638985006,0.001384083044982699,0
0.0030142252979623225,0.0012302960399846214,0.001384083044982699,0
0.0029834678969627064,0.0012302960399846214,0.001430219146482122,0
0.0029834678969627064,0.0012302960399846214,0.001430219146482122,0
0.0029834678969627064,0.001199538638985006,0.0014148404459823146,0
0.0029834678969627064,0.0011841599384851977,0.0013687043444828909,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029680891964628986,0.0011841599384851977,0.0014148404459823146,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029680891964628986,0.001199538638985006,0.001384083044982699,0
0.0029680891964628986,0.0011841599384851977,0.0013687043444828909,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001430219146482122,0
0.0029834678969627064,0.0012302960399846214,0.001430219146482122,0
0.0029834678969627064,0.0012302960399846214,0.001430219146482122,0
0.0030142252979623225,0.0012302960399846214,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0030142252979623225,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.0029834678969627064,0.001199538638985006,0.001430219146482122,0
0.0029834678969627064,0.0012302960399846214,0.001430219146482122,0
0.0029834678969627064,0.001199538638985006,0.0014148404459823146,0
0.0029834678969627064,0.001199538638985006,0.001384083044982699,0
0.002368319876970396,0.0005690119184928875,0.0007381776239907726,0
0.0016147635524798153,0.002183775470972703,0.0015224913494809686,1
0.0026758938869665514,0.0031680123029604,0.0023375624759707806,1
0.002737408688965782,0.003214148404459823,0.002368319876970396,1
0.0028604382929642443,0.0032295271049596307,0.00247597078046905,1
0.0031218762014609764,0.0033679354094579006,0.0027989234909650135,1
0.0031372549019607846,0.0033679354094579006,0.0028143021914648213,1
0.0031372549019607846,0.003383314109957709,0.0028143021914648213,1
0.0031372549019607846,0.003383314109957709,0.002829680891964629,1
0.0031372549019607846,0.003383314109957709,0.002829680891964629,1
0.0031064975009611685,0.003383314109957709,0.002829680891964629,1
0.0031064975009611685,0.003383314109957709,0.0028143021914648213,1
0.0031064975009611685,0.003383314109957709,0.002829680891964629,1
0.0031064975009611685,0.003383314109957709,0.002829680891964629,1
0.0031064975009611685,0.003383314109957709,0.0028143021914648213,1
0.0031064975009611685,0.003383314109957709,0.0028143021914648213,1
0.0031064975009611685,0.003383314109957709,0.0028604382929642443,1
0.0031064975009611685,0.003383314109957709,0.0028143021914648213,1
0.0031064975009611685,0.003383314109957709,0.0028143021914648213,1
0.0030603613994617455,0.003337178008458285,0.0027220299884659744,1
0.0030142252979623225,0.0033217993079584776,0.002737408688965782,1
0.0029988465974625142,0.0033217993079584776,0.002737408688965782,1
0.0030142252979623225,0.003337178008458285,0.00275278738946559,1
0.0030142252979623225,0.003337178008458285,0.00275278738946559,1
0.0030142252979623225,0.003337178008458285,0.0027220299884659744,1
0.0030142252979623225,0.003337178008458285,0.0027220299884659744,1
0.0030603613994617455,0.003337178008458285,0.0027220299884659744,1
0.0030603613994617455,0.003337178008458285,0.0027220299884659744,1
0.0030142252979623225,0.0033217993079584776,0.00275278738946559,1
0.0030142252979623225,0.003337178008458285,0.002706651287966167,1
0.0030142252979623225,0.0033217993079584776,0.002706651287966167,1
0.0029988465974625142,0.0033217993079584776,0.002737408688965782,1
0.0029988465974625142,0.0033217993079584776,0.002737408688965782,1
0.0029834678969627064,0.0033217993079584776,0.0026758938869665514,1
0.0029373317954632834,0.003291041906958862,0.0026605151864667435,1
0.0014455978469819302,0.002029988465974625,0.0013533256439830833,1
0.0,0.0,0.0,0
0.0005690119184928875,0.001645520953479431,0.0027220299884659744,1
0.0006766628219915416,0.0017070357554786618,0.0026605151864667435,1
0.0006151480199923107,0.0016916570549788542,0.0026758938869665514,1
0.0005843906189926949,0.001645520953479431,0.002706651287966167,1
0.0006151480199923107,0.0016762783544790462,0.0026758938869665514,1
0.0006305267204921185,0.0016916570549788542,0.0026758938869665514,1
0.0006459054209919259,0.0016916570549788542,0.0026758938869665514,1
0.0005997693194925028,0.0016608996539792388,0.0026758938869665514,1
0.0006305267204921185,0.0016608996539792388,0.0026758938869665514,1
0.0006459054209919259,0.0016608996539792388,0.0026758938869665514,1
0.0006459054209919259,0.0016608996539792388,0.0026758938869665514,1
0.0006459054209919259,0.0016916570549788542,0.0026758938869665514,1
0.0006612841214917338,0.0017070357554786618,0.0026758938869665514,1
0.0006612841214917338,0.0016608996539792388,0.0026758938869665514,1
0.0006305267204921185,0.0016608996539792388,0.0027220299884659744,1
0.0006305267204921185,0.0016762783544790462,0.0027220299884659744,1
0.0006612841214917338,0.0016608996539792388,0.0026758938869665514,1
0.0006612841214917338,0.0017070357554786618,0.0026758938869665514,1
0.0007996924259900035,0.0016608996539792388,0.0025990003844675123,1
0.0007381776239907726,0.0016916570549788542,0.0026605151864667435,1
0.0006766628219915416,0.0016762783544790462,0.0026758938869665514,1
0.0006612841214917338,0.0016608996539792388,0.0026758938869665514,1
0.0006766628219915416,0.0017070357554786618,0.0026758938869665514,1
0.0006766628219915416,0.0016762783544790462,0.0026758938869665514,1
0.0006459054209919259,0.0016608996539792388,0.0026758938869665514,1
